dataset	transform	seed	runtime_sec	mse	mse_dropout	mse_biozero	mae	gnrmse	ari_grid_mean	nmi_grid_mean	ari_grid_max	nmi_grid_max	ari_matched_mean	nmi_matched_mean	n_clusters_matched_mean
groups_rare_high_drop_group	all_obs0.15	42	145.15817265002988	0.30944468802701186	0.432514732101167	0.004277789372745559	0.4180138346110191	1.3533109564789634	0.6775513614904449	0.7597682656915132	0.9404526068058477	0.8889817097314	0.6642323109988445	0.7701899822627196	4.0
groups_rare_high_drop_group	all_obs0.2	42	145.15817265002988	0.3370624382628554	0.4858849841662307	0.003789321986105132	0.43940616568670604	1.4222368022246132	0.6709900571091473	0.7510809982542478	0.939585912780845	0.886566446394783	0.6543375147791389	0.7616130608325633	4.0
groups_rare_high_drop_group	all_obs0.25	42	145.15817265002988	0.37524557264570535	0.5564560393087492	0.0033304586658445424	0.4653995807809717	1.509087004898558	0.6703140195402744	0.7442131063778408	0.9336248753354728	0.8770130893439316	0.6515566402198425	0.7530596321571267	4.0
groups_rare_high_drop_group	all_obs1.0	42	145.15817265002988	2.215838109554043	3.67911624804164	0.0	1.0181394102455186	3.4159067578363684	0.5166373589851982	0.5321907235979009	0.8911494130828463	0.8149159840216736	0.6218964420583072	0.7155317804548686	4.0
paths_branching_moderate_drop	raw	42	146.59701972617768	0.21702700325854452	0.28574407088015263	0.015533815968135918	0.3452442511754805	1.1396105007815722	0.39309760346019457	0.5370674185537553	0.49082682089372465	0.6065208398690479	0.4570087151653268	0.5773924870994364	5.0
paths_branching_moderate_drop	all_obs0.05	42	146.59701972617768	0.2128004071186268	0.29292855625311154	0.014019268556135781	0.34244178404164405	1.127688095454608	0.3937333672684791	0.5346408449557329	0.47749650528557946	0.6064963668260447	0.460966341693118	0.578252740144953	5.0
paths_branching_moderate_drop	all_obs0.1	42	146.59701972617768	0.21596404011803383	0.3151229251314647	0.012582390294544974	0.34596066847680584	1.1378406699362729	0.4081145792947633	0.5417497771383151	0.4899639027162844	0.58282304631897	0.46770495533817197	0.5808346233868559	5.0
paths_branching_moderate_drop	all_obs0.15	42	146.59701972617768	0.22651790558934431	0.3523271248866921	0.011223182665666165	0.35448091074541993	1.168798618135894	0.3967387036855494	0.5341474686705328	0.4755534927940691	0.5872193671810235	0.4755534927940691	0.5660114300402669	5.0
paths_branching_moderate_drop	all_obs0.2	42	146.59701972617768	0.2444619866674317	0.404541241266391	0.009941642585188242	0.3668498944900742	1.2175634776519346	0.39300916894536875	0.5307287202900826	0.4639671171945542	0.576872515458854	0.4639671171945542	0.5767976083846444	5.0
paths_branching_moderate_drop	all_obs0.25	42	146.59701972617768	0.2697962963948206	0.4717652466433276	0.008737771467053897	0.38211847470893207	1.280616042424293	0.4074958770916427	0.5394573493167238	0.4856835669114872	0.6059289758292009	0.4561686781317002	0.5614374001646583	4.0
paths_branching_moderate_drop	all_obs1.0	42	146.59701972617768	1.5366379904147316	3.2813102731581294	0.0	0.7545484084160192	2.812874110438481	0.4057335451407085	0.46785707054294373	0.560075226267569	0.5583420141714275	0.4293763316649717	0.5061230552223892	4.0
paths_branching_moderate_drop_group	raw	42	146.44795854296535	0.21822441200848589	0.2911271448644526	0.010715041153332907	0.34539733919649074	1.1516668680405733	0.43986325481810934	0.5516869838313733	0.617857092599775	0.6359900613350996	0.617857092599775	0.6359900613350996	4.0
paths_branching_moderate_drop_group	all_obs0.05	42	146.44795854296535	0.21213130618925974	0.29511057853342526	0.00967032439377213	0.3408689886031736	1.1342723655753755	0.4259671459750914	0.5426109693027202	0.6471060438618255	0.6585074296168818	0.583161232774345	0.6338068372429463	4.0
paths_branching_moderate_drop_group	all_obs0.1	42	146.44795854296535	0.21410558529826387	0.316504889675954	0.008679182880266959	0.34353960667213507	1.1414166457385657	0.43435963984023246	0.5497831575957441	0.6086824263111642	0.6348694343421506	0.6086824263111642	0.6348694343421506	4.0
paths_branching_moderate_drop_group	all_obs0.15	42	146.44795854296535	0.22414725648461015	0.3553100222033788	0.007741617668682543	0.35191179136305617	1.1720408192027414	0.443609736123811	0.5523816298854405	0.5659693372863569	0.6334501419961347	0.5659693372863569	0.5875907564198447	4.0
paths_branching_moderate_drop_group	all_obs0.2	42	146.44795854296535	0.24225629449388295	0.4115260657725989	0.006857626573359945	0.3645543820967683	1.2229306701971483	0.4445085969022354	0.5493393635741212	0.6516871734507304	0.6619263308800967	0.6516871734507304	0.6619263308800967	4.0
paths_branching_moderate_drop_group	all_obs0.25	42	146.44795854296535	0.26843271669438196	0.4851529920985324	0.0060272106443441656	0.380399545645465	1.2901168915886956	0.45977411566304316	0.5599455893048375	0.6335992379618937	0.6497222700433607	0.6322123839541894	0.6497222700433607	4.0
paths_branching_moderate_drop_group	all_obs1.0	42	146.44795854296535	1.6291647753606842	3.6788609524840834	0.0	0.7683164139385241	2.9553037443383317	0.521725301917984	0.5924629982987157	0.6437371643920391	0.6638168898268662	0.5082712272253137	0.5807187604970123	4.0
paths_linear_moderate_drop	raw	42	146.43061551009305	0.21252848817535172	0.28407686134180915	0.013294138028969189	0.3390720927735481	1.1231031074655173	0.45329972212667413	0.5609150412413116	0.6072871775603231	0.6499926854643846	0.580433914952046	0.6499926854643846	4.0
paths_linear_moderate_drop	all_obs0.05	42	146.43061551009305	0.2085771958114883	0.29128353415315833	0.01199795926896794	0.3363999825314879	1.1121653504366558	0.4424740279777905	0.5551253452933079	0.5960160839469564	0.6454582129216839	0.5960160839469564	0.6359380932285396	4.0
paths_linear_moderate_drop	all_obs0.1	42	146.43061551009305	0.21164128167236965	0.3127237167686312	0.010768251236508047	0.3396746196088776	1.1219402401962644	0.4319435651625452	0.5481618837903763	0.6167477015829073	0.6631804318314051	0.5539392691334885	0.6272148881180695	4.0
paths_linear_moderate_drop	all_obs0.15	42	146.43061551009305	0.22172074832031957	0.34839735869327015	0.00960501525982214	0.3476868494442935	1.1511910937008918	0.43526202735384845	0.5583898717095811	0.6000113997472737	0.6519810857969506	0.531063194368981	0.6167235260610232	4.0
paths_linear_moderate_drop	all_obs0.2	42	146.43061551009305	0.23881558130010863	0.3983045422519302	0.008508248635433592	0.3593621478316066	1.1971223329409142	0.41973281901636844	0.5462574888444671	0.5998788919065778	0.6378581968530289	0.48485288590344344	0.6049277468460555	4.0
paths_linear_moderate_drop	all_obs0.25	42	146.43061551009305	0.26292579197179367	0.4624452407605239	0.007477952644864218	0.37384574652277347	1.256479428431295	0.4220843851523486	0.5485864871009439	0.599569358951205	0.6462570156562493	0.5653295572142237	0.6462570156562493	4.0
paths_linear_moderate_drop	all_obs1.0	42	146.43061551009305	1.4664239281116713	3.1325758720831365	0.0	0.7314800906550192	2.7049827773904025	0.4156850905524849	0.5057730876619482	0.5201494529121367	0.5920513333015279	0.3744359926144664	0.46241000156048523	4.0
paths_linear_moderate_drop_group	raw	42	145.99855783302337	0.20586061849342688	0.27379821438449975	0.013987343056831523	0.33280601796307874	1.1138437824697918	0.48071205483988827	0.579129763720509	0.6001370657394776	0.647051495428028	0.5955402419840451	0.6407000754270387	5.0
paths_linear_moderate_drop_group	all_obs0.05	42	145.99855783302337	0.2018677870023865	0.2804059460867655	0.012623576787324517	0.32996479772061765	1.1029146114152069	0.5120040268897846	0.5937487456100576	0.6647729827506434	0.6645057657724944	0.6647729827506434	0.6645057657724944	4.0
paths_linear_moderate_drop_group	all_obs0.1	42	145.99855783302337	0.20452784591078807	0.3003757346729436	0.011329747275548882	0.3327357921264812	1.1119522231729748	0.5081705850873202	0.5919811539823763	0.6891358292921278	0.6855891654901739	0.6891358292921278	0.6855891654901739	4.0
paths_linear_moderate_drop_group	all_obs0.15	42	145.99855783302337	0.21384079557813687	0.3337075329706349	0.010105855928538372	0.33992299869664633	1.139649021685072	0.507805642251211	0.59102413818156	0.6847685654068615	0.6880253879610256	0.660055735678048	0.669797939551304	4.0
paths_linear_moderate_drop_group	all_obs0.2	42	145.99855783302337	0.22980662705190452	0.380401417761535	0.008951899861284135	0.35057330629013667	1.1832095316751525	0.5171836487650437	0.5960346577404053	0.6908891920396426	0.6899793604841333	0.6697797284714665	0.6758256534991791	4.0
paths_linear_moderate_drop_group	all_obs0.25	42	145.99855783302337	0.25242534871554995	0.4404573646454194	0.007867880466637122	0.36389620491470587	1.239474502613409	0.517818123608377	0.5950131720463381	0.7063012635055855	0.7006997930832886	0.6580103352801782	0.6745090450921947	4.0
paths_linear_moderate_drop_group	all_obs1.0	42	145.99855783302337	1.3900526436615483	2.9447424362639176	0.0	0.6990913708125177	2.6147247056561187	0.5050163035937858	0.5895721528130454	0.72100178541727	0.7095644657068173	0.6929464289368558	0.6859299083105938	4.0
